SYMBOL,TIME,PRICE
BTCBUSD,2021-02-27_13-02-13,47031
BTCBUSD,2021-02-27_13-02-14,47033
BTCBUSD,2021-02-27_13-02-15,47041
BTCBUSD,2021-02-27_13-02-16,47042
