SYMBOL,TIME,PRICE
BTCBUSD,2021_02_27__20_36_49,47086
BTCBUSD,2021_02_27__20_36_50,47086
BTCBUSD,2021_02_27__20_36_51,47088
BTCBUSD,2021_02_27__20_36_52,47088
BTCBUSD,2021_02_27__20_36_53,47091
BTCBUSD,2021_02_27__20_36_54,47096
BTCBUSD,2021_02_27__20_36_55,47096
BTCBUSD,2021_02_27__20_36_56,47096
BTCBUSD,2021_02_27__20_36_57,47093
BTCBUSD,2021_02_27__20_36_58,47095
BTCBUSD,2021_02_27__20_36_59,47090
BTCBUSD,2021_02_27__20_37_00,47090
BTCBUSD,2021_02_27__20_37_01,47090
BTCBUSD,2021_02_27__20_37_02,47093
BTCBUSD,2021_02_27__20_37_03,47102
BTCBUSD,2021_02_27__20_37_04,47111
BTCBUSD,2021_02_27__20_37_05,47113
BTCBUSD,2021_02_27__20_37_06,47113
BTCBUSD,2021_02_27__20_37_07,47116
BTCBUSD,2021_02_27__20_37_08,47112
BTCBUSD,2021_02_27__20_37_09,47110
BTCBUSD,2021_02_27__20_37_10,47110
BTCBUSD,2021_02_27__20_37_11,47110
BTCBUSD,2021_02_27__20_37_12,47110
BTCBUSD,2021_02_27__20_37_13,47116
BTCBUSD,2021_02_27__20_37_14,47116
BTCBUSD,2021_02_27__20_37_15,47114
BTCBUSD,2021_02_27__20_37_16,47114
BTCBUSD,2021_02_27__20_37_17,47112
BTCBUSD,2021_02_27__20_37_18,47112
BTCBUSD,2021_02_27__20_37_19,47112
BTCBUSD,2021_02_27__20_37_20,47104
BTCBUSD,2021_02_27__20_37_21,47104
BTCBUSD,2021_02_27__20_37_22,47104
BTCBUSD,2021_02_27__20_37_23,47087
BTCBUSD,2021_02_27__20_37_24,47087
BTCBUSD,2021_02_27__20_37_25,47087
BTCBUSD,2021_02_27__20_37_26,47087
BTCBUSD,2021_02_27__20_37_27,47087
BTCBUSD,2021_02_27__20_37_28,47078
BTCBUSD,2021_02_27__20_37_29,47078
BTCBUSD,2021_02_27__20_37_30,47078
BTCBUSD,2021_02_27__20_37_31,47078
BTCBUSD,2021_02_27__20_37_32,47078
BTCBUSD,2021_02_27__20_37_33,47078
BTCBUSD,2021_02_27__20_37_34,47078
BTCBUSD,2021_02_27__20_37_35,47078
BTCBUSD,2021_02_27__20_37_36,47078
BTCBUSD,2021_02_27__20_37_37,47075
BTCBUSD,2021_02_27__20_37_38,47075
BTCBUSD,2021_02_27__20_37_39,47075
BTCBUSD,2021_02_27__20_37_40,47075
BTCBUSD,2021_02_27__20_37_41,47075
BTCBUSD,2021_02_27__20_37_42,47075
BTCBUSD,2021_02_27__20_37_43,47078
BTCBUSD,2021_02_27__20_37_44,47078
BTCBUSD,2021_02_27__20_37_45,47078
BTCBUSD,2021_02_27__20_37_46,47078
BTCBUSD,2021_02_27__20_37_47,47078
BTCBUSD,2021_02_27__20_37_48,47078
BTCBUSD,2021_02_27__20_37_49,47078
BTCBUSD,2021_02_27__20_37_50,47078
BTCBUSD,2021_02_27__20_37_51,47078
BTCBUSD,2021_02_27__20_37_52,47078
BTCBUSD,2021_02_27__20_37_53,47078
BTCBUSD,2021_02_27__20_37_54,47078
BTCBUSD,2021_02_27__20_37_55,47078
BTCBUSD,2021_02_27__20_37_56,47078
BTCBUSD,2021_02_27__20_37_57,47076
BTCBUSD,2021_02_27__20_37_58,47076
BTCBUSD,2021_02_27__20_37_59,47076
BTCBUSD,2021_02_27__20_38_00,47076
BTCBUSD,2021_02_27__20_38_01,47076
BTCBUSD,2021_02_27__20_38_02,47086
BTCBUSD,2021_02_27__20_38_03,47106
BTCBUSD,2021_02_27__20_38_04,47098
BTCBUSD,2021_02_27__20_38_05,47098
BTCBUSD,2021_02_27__20_38_06,47095
BTCBUSD,2021_02_27__20_38_07,47095
BTCBUSD,2021_02_27__20_38_08,47091
BTCBUSD,2021_02_27__20_38_09,47091
BTCBUSD,2021_02_27__20_38_10,47091
BTCBUSD,2021_02_27__20_38_11,47091
BTCBUSD,2021_02_27__20_38_12,47102
BTCBUSD,2021_02_27__20_38_13,47102
BTCBUSD,2021_02_27__20_38_14,47100
BTCBUSD,2021_02_27__20_38_15,47097
BTCBUSD,2021_02_27__20_38_16,47082
BTCBUSD,2021_02_27__20_38_17,47082
BTCBUSD,2021_02_27__20_38_18,47078
BTCBUSD,2021_02_27__20_38_19,47078
BTCBUSD,2021_02_27__20_38_20,47075
BTCBUSD,2021_02_27__20_38_21,47075
BTCBUSD,2021_02_27__20_38_22,47075
BTCBUSD,2021_02_27__20_38_23,47083
BTCBUSD,2021_02_27__20_38_24,47083
BTCBUSD,2021_02_27__20_38_25,47083
BTCBUSD,2021_02_27__20_38_26,47080
BTCBUSD,2021_02_27__20_38_27,47080
BTCBUSD,2021_02_27__20_38_28,47065
BTCBUSD,2021_02_27__20_38_29,47073
BTCBUSD,2021_02_27__20_38_30,47072
BTCBUSD,2021_02_27__20_38_31,47072
BTCBUSD,2021_02_27__20_38_32,47069
BTCBUSD,2021_02_27__20_38_33,47069
BTCBUSD,2021_02_27__20_38_34,47069
BTCBUSD,2021_02_27__20_38_35,47063
BTCBUSD,2021_02_27__20_38_36,47050
BTCBUSD,2021_02_27__20_38_37,47047
BTCBUSD,2021_02_27__20_38_38,47050
BTCBUSD,2021_02_27__20_38_39,47050
BTCBUSD,2021_02_27__20_38_40,47050
BTCBUSD,2021_02_27__20_38_41,47050
BTCBUSD,2021_02_27__20_38_42,47050
BTCBUSD,2021_02_27__20_38_43,47050
BTCBUSD,2021_02_27__20_38_44,47052
BTCBUSD,2021_02_27__20_38_45,47047
BTCBUSD,2021_02_27__20_38_46,47051
BTCBUSD,2021_02_27__20_38_47,47052
BTCBUSD,2021_02_27__20_38_48,47061
BTCBUSD,2021_02_27__20_38_49,47059
BTCBUSD,2021_02_27__20_38_50,47060
BTCBUSD,2021_02_27__20_38_51,47057
BTCBUSD,2021_02_27__20_38_52,47055
BTCBUSD,2021_02_27__20_38_53,47055
BTCBUSD,2021_02_27__20_38_54,47055
BTCBUSD,2021_02_27__20_38_55,47055
BTCBUSD,2021_02_27__20_38_56,47055
BTCBUSD,2021_02_27__20_38_57,47055
BTCBUSD,2021_02_27__20_38_58,47055
BTCBUSD,2021_02_27__20_38_59,47041
BTCBUSD,2021_02_27__20_39_00,47041
BTCBUSD,2021_02_27__20_39_01,47049
BTCBUSD,2021_02_27__20_39_02,47046
BTCBUSD,2021_02_27__20_39_03,47046
BTCBUSD,2021_02_27__20_39_04,47045
BTCBUSD,2021_02_27__20_39_05,47047
BTCBUSD,2021_02_27__20_39_06,47047
BTCBUSD,2021_02_27__20_39_07,47051
BTCBUSD,2021_02_27__20_39_08,47042
BTCBUSD,2021_02_27__20_39_09,47045
