SYMBOL,TIME,PRICE
BTCBUSD,2021_02_27__16_20_54,46977
BTCBUSD,2021_02_27__16_20_55,46977
BTCBUSD,2021_02_27__16_20_56,46980
BTCBUSD,2021_02_27__16_20_57,46986
BTCBUSD,2021_02_27__16_20_58,46984
BTCBUSD,2021_02_27__16_20_59,46984
BTCBUSD,2021_02_27__16_21_00,46980
BTCBUSD,2021_02_27__16_21_01,46980
BTCBUSD,2021_02_27__16_21_02,46980
BTCBUSD,2021_02_27__16_21_03,46983
BTCBUSD,2021_02_27__16_21_04,46983
BTCBUSD,2021_02_27__16_21_05,46969
BTCBUSD,2021_02_27__16_21_06,46959
BTCBUSD,2021_02_27__16_21_07,46961
BTCBUSD,2021_02_27__16_21_08,46969
BTCBUSD,2021_02_27__16_21_09,46969
BTCBUSD,2021_02_27__16_21_10,46964
BTCBUSD,2021_02_27__16_21_11,46967
BTCBUSD,2021_02_27__16_21_12,46983
BTCBUSD,2021_02_27__16_21_13,46984
BTCBUSD,2021_02_27__16_21_14,46984
BTCBUSD,2021_02_27__16_21_15,46984
BTCBUSD,2021_02_27__16_21_16,46984
BTCBUSD,2021_02_27__16_21_17,46993
BTCBUSD,2021_02_27__16_21_18,46993
BTCBUSD,2021_02_27__16_21_19,46993
BTCBUSD,2021_02_27__16_21_20,46993
BTCBUSD,2021_02_27__16_21_21,46993
BTCBUSD,2021_02_27__16_21_22,46988
BTCBUSD,2021_02_27__16_21_23,46988
BTCBUSD,2021_02_27__16_21_24,47011
BTCBUSD,2021_02_27__16_21_25,47011
BTCBUSD,2021_02_27__16_21_26,47015
BTCBUSD,2021_02_27__16_21_27,47011
BTCBUSD,2021_02_27__16_21_28,47015
BTCBUSD,2021_02_27__16_21_29,47015
BTCBUSD,2021_02_27__16_21_30,47018
BTCBUSD,2021_02_27__16_21_31,47017
BTCBUSD,2021_02_27__16_21_32,47014
BTCBUSD,2021_02_27__16_21_33,46991
BTCBUSD,2021_02_27__16_21_34,46984
BTCBUSD,2021_02_27__16_21_35,46981
BTCBUSD,2021_02_27__16_21_36,46981
BTCBUSD,2021_02_27__16_21_37,46981
BTCBUSD,2021_02_27__16_21_38,46984
BTCBUSD,2021_02_27__16_21_39,46984
BTCBUSD,2021_02_27__16_21_40,46980
BTCBUSD,2021_02_27__16_21_41,46980
BTCBUSD,2021_02_27__16_21_42,46980
BTCBUSD,2021_02_27__16_21_43,46980
BTCBUSD,2021_02_27__16_21_44,46980
BTCBUSD,2021_02_27__16_21_45,46975
BTCBUSD,2021_02_27__16_21_46,46975
BTCBUSD,2021_02_27__16_21_47,46975
BTCBUSD,2021_02_27__16_21_48,46975
BTCBUSD,2021_02_27__16_21_49,46971
BTCBUSD,2021_02_27__16_21_50,46971
BTCBUSD,2021_02_27__16_21_51,46970
BTCBUSD,2021_02_27__16_21_52,46970
BTCBUSD,2021_02_27__16_21_53,46961
BTCBUSD,2021_02_27__16_21_54,46957
BTCBUSD,2021_02_27__16_21_55,46961
BTCBUSD,2021_02_27__16_21_56,46971
BTCBUSD,2021_02_27__16_21_57,46971
BTCBUSD,2021_02_27__16_21_58,46971
BTCBUSD,2021_02_27__16_21_59,46971
BTCBUSD,2021_02_27__16_22_00,46971
BTCBUSD,2021_02_27__16_22_01,46971
BTCBUSD,2021_02_27__16_22_02,46977
BTCBUSD,2021_02_27__16_22_03,46977
BTCBUSD,2021_02_27__16_22_04,46971
BTCBUSD,2021_02_27__16_22_05,46974
BTCBUSD,2021_02_27__16_22_06,46963
BTCBUSD,2021_02_27__16_22_07,46959
BTCBUSD,2021_02_27__16_22_08,46959
BTCBUSD,2021_02_27__16_22_09,46959
BTCBUSD,2021_02_27__16_22_10,46961
BTCBUSD,2021_02_27__16_22_11,46961
BTCBUSD,2021_02_27__16_22_12,46968
BTCBUSD,2021_02_27__16_22_13,46966
BTCBUSD,2021_02_27__16_22_14,46946
BTCBUSD,2021_02_27__16_22_15,46946
BTCBUSD,2021_02_27__16_22_16,46946
BTCBUSD,2021_02_27__16_22_17,46946
BTCBUSD,2021_02_27__16_22_18,46946
BTCBUSD,2021_02_27__16_22_19,46946
BTCBUSD,2021_02_27__16_22_20,46939
BTCBUSD,2021_02_27__16_22_21,46939
BTCBUSD,2021_02_27__16_22_22,46941
BTCBUSD,2021_02_27__16_22_23,46943
BTCBUSD,2021_02_27__16_22_24,46943
BTCBUSD,2021_02_27__16_22_25,46960
BTCBUSD,2021_02_27__16_22_26,46959
BTCBUSD,2021_02_27__16_22_27,46959
BTCBUSD,2021_02_27__16_22_28,46973
BTCBUSD,2021_02_27__16_22_29,46973
BTCBUSD,2021_02_27__16_22_30,46973
BTCBUSD,2021_02_27__16_22_31,46973
BTCBUSD,2021_02_27__16_22_32,46965
BTCBUSD,2021_02_27__16_22_33,46965
BTCBUSD,2021_02_27__16_22_34,46965
BTCBUSD,2021_02_27__16_22_35,46965
BTCBUSD,2021_02_27__16_22_36,46965
BTCBUSD,2021_02_27__16_22_37,46965
BTCBUSD,2021_02_27__16_22_38,46973
BTCBUSD,2021_02_27__16_22_39,46973
BTCBUSD,2021_02_27__16_22_40,46975
BTCBUSD,2021_02_27__16_22_41,46981
BTCBUSD,2021_02_27__16_22_42,46981
BTCBUSD,2021_02_27__16_22_43,46981
BTCBUSD,2021_02_27__16_22_44,46981
BTCBUSD,2021_02_27__16_22_45,46981
BTCBUSD,2021_02_27__16_22_46,46981
BTCBUSD,2021_02_27__16_22_47,46979
BTCBUSD,2021_02_27__16_22_48,46968
BTCBUSD,2021_02_27__16_22_49,46968
BTCBUSD,2021_02_27__16_22_50,46965
BTCBUSD,2021_02_27__16_22_51,46961
BTCBUSD,2021_02_27__16_22_52,46961
BTCBUSD,2021_02_27__16_22_53,46964
BTCBUSD,2021_02_27__16_22_54,46964
BTCBUSD,2021_02_27__16_22_55,46964
BTCBUSD,2021_02_27__16_22_56,46961
BTCBUSD,2021_02_27__16_22_57,46961
BTCBUSD,2021_02_27__16_22_58,46961
BTCBUSD,2021_02_27__16_22_59,46961
BTCBUSD,2021_02_27__16_23_00,46968
BTCBUSD,2021_02_27__16_23_01,46964
BTCBUSD,2021_02_27__16_23_02,46948
BTCBUSD,2021_02_27__16_23_03,46938
BTCBUSD,2021_02_27__16_23_04,46938
BTCBUSD,2021_02_27__16_23_05,46938
BTCBUSD,2021_02_27__16_23_06,46938
BTCBUSD,2021_02_27__16_23_07,46943
BTCBUSD,2021_02_27__16_23_08,46940
